image_id,landmark,x,y,z,visibility
0,NOSE,0.39540648460388184,0.2275165319442749,-0.7085627317428589,0.9999845027923584
0,LEFT_EYE_INNER,0.40329205989837646,0.21628853678703308,-0.6803597807884216,0.999969482421875
0,LEFT_EYE,0.40904420614242554,0.2159075140953064,-0.6803110241889954,0.9999674558639526
0,LEFT_EYE_OUTER,0.41469505429267883,0.21564260125160217,-0.6805850267410278,0.9999639987945557
0,RIGHT_EYE_INNER,0.38249799609184265,0.21721796691417694,-0.6794403195381165,0.9999648332595825
0,RIGHT_EYE,0.3747016191482544,0.21746233105659485,-0.6796855330467224,0.9999560117721558
0,RIGHT_EYE_OUTER,0.367804616689682,0.2179163098335266,-0.6797007322311401,0.9999502897262573
0,LEFT_EAR,0.41956549882888794,0.2195611149072647,-0.5056736469268799,0.9999402761459351
0,RIGHT_EAR,0.3605552911758423,0.22190600633621216,-0.49993106722831726,0.9999220371246338
0,MOUTH_LEFT,0.4060978293418884,0.23862238228321075,-0.63823002576828,0.9999444484710693
0,MOUTH_RIGHT,0.38138169050216675,0.24004440009593964,-0.6372013688087463,0.9999343156814575
0,LEFT_SHOULDER,0.4565465748310089,0.2679177224636078,-0.4404277801513672,0.9996992349624634
0,RIGHT_SHOULDER,0.3322320282459259,0.26468509435653687,-0.41462603211402893,0.9993852376937866
0,LEFT_ELBOW,0.5465151071548462,0.20021952688694,-0.5432929992675781,0.9968331456184387
0,RIGHT_ELBOW,0.2792317271232605,0.18536199629306793,-0.5815237760543823,0.9944420456886292
0,LEFT_WRIST,0.6120126247406006,0.11565059423446655,-0.6963778138160706,0.9895087480545044
0,RIGHT_WRIST,0.2274409979581833,0.09505358338356018,-0.7386387586593628,0.9928311109542847
0,LEFT_PINKY,0.6319400072097778,0.09597916156053543,-0.7586627006530762,0.9655600190162659
0,RIGHT_PINKY,0.22108562290668488,0.07243785262107849,-0.7981007695198059,0.9753824472427368
0,LEFT_INDEX,0.6242115497589111,0.0908808708190918,-0.7722473740577698,0.9674065113067627
0,RIGHT_INDEX,0.22876501083374023,0.0667262077331543,-0.7992265820503235,0.9749988317489624
0,LEFT_THUMB,0.6154327988624573,0.0964893102645874,-0.7150533199310303,0.9707661867141724
0,RIGHT_THUMB,0.23365181684494019,0.07217901945114136,-0.751568078994751,0.9762431979179382
0,LEFT_HIP,0.461542546749115,0.41993024945259094,-0.03899255394935608,0.9996359348297119
0,RIGHT_HIP,0.40466979146003723,0.42594850063323975,0.038966767489910126,0.9992064833641052
0,LEFT_KNEE,0.4701366722583771,0.5167921185493469,-0.015008595772087574,0.9412979483604431
0,RIGHT_KNEE,0.4856247901916504,0.5153430104255676,0.39221206307411194,0.6818575263023376
0,LEFT_ANKLE,0.4886680841445923,0.610810399055481,0.22400912642478943,0.9104167222976685
0,RIGHT_ANKLE,0.5584338903427124,0.5606451034545898,0.8587020039558411,0.6876553297042847
0,LEFT_HEEL,0.4874352514743805,0.6189663410186768,0.24334771931171417,0.8601341247558594
0,RIGHT_HEEL,0.5438495874404907,0.5639294385910034,0.9017954468727112,0.7049021124839783
0,LEFT_FOOT_INDEX,0.4878365993499756,0.6492810249328613,0.04919362813234329,0.867835283279419
0,RIGHT_FOOT_INDEX,0.5405241847038269,0.5896767377853394,0.7793521285057068,0.6127504110336304
1,NOSE,0.44152286648750305,0.3140082359313965,-0.8001188635826111,0.9999825358390808
1,LEFT_EYE_INNER,0.4488547444343567,0.3049548864364624,-0.7573983669281006,0.9999668002128601
1,LEFT_EYE,0.4552934169769287,0.3056822121143341,-0.7573425769805908,0.9999626874923706
1,LEFT_EYE_OUTER,0.46160632371902466,0.30632615089416504,-0.757594645023346,0.9999602437019348
1,RIGHT_EYE_INNER,0.4267745912075043,0.3034259080886841,-0.7617873549461365,0.9999633431434631
1,RIGHT_EYE,0.4182550013065338,0.303336501121521,-0.7619465589523315,0.9999539256095886
1,RIGHT_EYE_OUTER,0.41049662232398987,0.30328458547592163,-0.761974573135376,0.9999508261680603
1,LEFT_EAR,0.46685150265693665,0.3138912618160248,-0.49948954582214355,0.9999343156814575
1,RIGHT_EAR,0.39932960271835327,0.3120662271976471,-0.537842869758606,0.9999246597290039
1,MOUTH_LEFT,0.4530598819255829,0.3285454511642456,-0.7096997499465942,0.9999415278434753
1,MOUTH_RIGHT,0.4271211326122284,0.3278675973415375,-0.7137869596481323,0.9999358057975769
1,LEFT_SHOULDER,0.5120282173156738,0.3838573396205902,-0.3205086290836334,0.9996673464775085
1,RIGHT_SHOULDER,0.3389603793621063,0.38869380950927734,-0.3490455746650696,0.9993398189544678
1,LEFT_ELBOW,0.6496062278747559,0.3854648172855377,-0.5033698678016663,0.9970329999923706
1,RIGHT_ELBOW,0.19330300390720367,0.4233362674713135,-0.43832162022590637,0.9949573874473572
1,LEFT_WRIST,0.632958173751831,0.2933102250099182,-0.8232381939888,0.9901026487350464
1,RIGHT_WRIST,0.18001581728458405,0.3301459848880768,-0.657721221446991,0.993369996547699
1,LEFT_PINKY,0.6240007281303406,0.27298516035079956,-0.905626118183136,0.9661869406700134
1,RIGHT_PINKY,0.17636346817016602,0.3083367943763733,-0.7284744381904602,0.9765317440032959
1,LEFT_INDEX,0.6121764183044434,0.2709197998046875,-0.8829492330551147,0.9676145315170288
1,RIGHT_INDEX,0.18936342000961304,0.3041074275970459,-0.7177478671073914,0.9760696291923523
1,LEFT_THUMB,0.6102951169013977,0.2774505019187927,-0.8279612064361572,0.9702641367912292
1,RIGHT_THUMB,0.19442997872829437,0.3113756775856018,-0.6610527634620667,0.9768215417861938
1,LEFT_HIP,0.47280800342559814,0.5609424114227295,-0.02037450298666954,0.999467134475708
1,RIGHT_HIP,0.3657580316066742,0.562548041343689,0.02048109844326973,0.9990406036376953
1,LEFT_KNEE,0.504848062992096,0.7180939316749573,-0.10675013810396194,0.9413806200027466
1,RIGHT_KNEE,0.3235709071159363,0.7168381810188293,-0.04492934048175812,0.7088822722434998
1,LEFT_ANKLE,0.5436897873878479,0.8321658372879028,0.24612167477607727,0.9089826941490173
1,RIGHT_ANKLE,0.27559179067611694,0.8467763662338257,0.24632902443408966,0.7122277021408081
1,LEFT_HEEL,0.5393378138542175,0.8342248797416687,0.26736435294151306,0.8329254388809204
1,RIGHT_HEEL,0.2842355966567993,0.8582730293273926,0.26173925399780273,0.7021998167037964
1,LEFT_FOOT_INDEX,0.5463097095489502,0.8959399461746216,0.005583205725997686,0.866730809211731
1,RIGHT_FOOT_INDEX,0.2685414254665375,0.9179167151451111,-0.024192672222852707,0.6401205658912659
2,NOSE,0.6394997835159302,0.261292964220047,-0.9212477803230286,0.9999690651893616
2,LEFT_EYE_INNER,0.6560102701187134,0.25514504313468933,-0.8742914199829102,0.99995356798172
2,LEFT_EYE,0.6595906615257263,0.2576569616794586,-0.8742894530296326,0.9999443292617798
2,LEFT_EYE_OUTER,0.6629454493522644,0.2602536380290985,-0.874281108379364,0.9999211430549622
2,RIGHT_EYE_INNER,0.6421117782592773,0.2464553266763687,-0.8705247640609741,0.9999489784240723
2,RIGHT_EYE,0.6369792222976685,0.24406392872333527,-0.8707798719406128,0.9999402761459351
2,RIGHT_EYE_OUTER,0.6317309737205505,0.24229827523231506,-0.8707582950592041,0.9999411702156067
2,LEFT_EAR,0.6537144184112549,0.2637265622615814,-0.5937783718109131,0.9998930096626282
2,RIGHT_EAR,0.6118904948234558,0.2458694875240326,-0.5843921303749084,0.9999195337295532
2,MOUTH_LEFT,0.6246505975723267,0.2770621180534363,-0.8162441849708557,0.999873161315918
2,MOUTH_RIGHT,0.6112993359565735,0.26618579030036926,-0.8137208223342896,0.9999150633811951
2,LEFT_SHOULDER,0.6056785583496094,0.34185123443603516,-0.5489664077758789,0.9992814064025879
2,RIGHT_SHOULDER,0.4812959134578705,0.2953762710094452,-0.34437811374664307,0.999383807182312
2,LEFT_ELBOW,0.46451660990715027,0.40467825531959534,-0.7695431709289551,0.9938635230064392
2,RIGHT_ELBOW,0.3762206435203552,0.2508144974708557,-0.4856657385826111,0.9915982484817505
2,LEFT_WRIST,0.28670066595077515,0.3616959750652313,-1.0015090703964233,0.9837875366210938
2,RIGHT_WRIST,0.3288347125053406,0.15365272760391235,-0.7109891772270203,0.9928456544876099
2,LEFT_PINKY,0.23655389249324799,0.3659436106681824,-1.1220718622207642,0.9582992196083069
2,RIGHT_PINKY,0.3155624568462372,0.13061746954917908,-0.805773913860321,0.9767906069755554
2,LEFT_INDEX,0.2310650646686554,0.35839876532554626,-1.0978714227676392,0.9595783948898315
2,RIGHT_INDEX,0.3150900602340698,0.12814217805862427,-0.8485844135284424,0.9762775301933289
2,LEFT_THUMB,0.24635320901870728,0.35686612129211426,-1.0015140771865845,0.9572429656982422
2,RIGHT_THUMB,0.3225516676902771,0.13126540184020996,-0.742518961429596,0.9765488505363464
2,LEFT_HIP,0.5751256346702576,0.5049925446510315,-0.02458847686648369,0.9992377161979675
2,RIGHT_HIP,0.5123233795166016,0.5020267963409424,0.02427743747830391,0.9990523457527161
2,LEFT_KNEE,0.5641593337059021,0.6807291507720947,-0.05989900976419449,0.9388965964317322
2,RIGHT_KNEE,0.5400398969650269,0.6830350160598755,-0.11749241501092911,0.7313268184661865
2,LEFT_ANKLE,0.6457014083862305,0.8155885338783264,0.23020216822624207,0.9141249060630798
2,RIGHT_ANKLE,0.4434073567390442,0.8653861880302429,0.07438062876462936,0.7359896898269653
2,LEFT_HEEL,0.6284311413764954,0.8534253239631653,0.24537810683250427,0.8395090103149414
2,RIGHT_HEEL,0.38610103726387024,0.8886160850524902,0.08027292788028717,0.7143358588218689
2,LEFT_FOOT_INDEX,0.6361485719680786,0.8996492624282837,0.00670106615871191,0.8747348785400391
2,RIGHT_FOOT_INDEX,0.5694353580474854,0.903199315071106,-0.22020043432712555,0.6666079759597778
3,NOSE,0.4965161979198456,0.29951420426368713,-0.5042522549629211,0.9999718070030212
3,LEFT_EYE_INNER,0.5190558433532715,0.2963847219944,-0.4934817850589752,0.9999569058418274
3,LEFT_EYE,0.5234993100166321,0.29873666167259216,-0.49343863129615784,0.9999490976333618
3,LEFT_EYE_OUTER,0.5278437733650208,0.3009626865386963,-0.4936114251613617,0.999926745891571
3,RIGHT_EYE_INNER,0.5154885053634644,0.29008519649505615,-0.46360868215560913,0.999953031539917
3,RIGHT_EYE,0.5163543820381165,0.2885555028915405,-0.46349629759788513,0.9999450445175171
3,RIGHT_EYE_OUTER,0.515483558177948,0.28710606694221497,-0.4633276164531708,0.999944806098938
3,LEFT_EAR,0.525005578994751,0.31174570322036743,-0.3791847229003906,0.9999023675918579
3,RIGHT_EAR,0.5192009806632996,0.2964553236961365,-0.23978354036808014,0.9999268054962158
3,MOUTH_LEFT,0.4809339940547943,0.31727856397628784,-0.46094635128974915,0.9998786449432373
3,MOUTH_RIGHT,0.47274696826934814,0.308779776096344,-0.42077693343162537,0.9999184608459473
3,LEFT_SHOULDER,0.44073188304901123,0.36648306250572205,-0.438889741897583,0.9993354082107544
3,RIGHT_SHOULDER,0.44727858901023865,0.3561876714229584,-0.03758040815591812,0.9994438886642456
3,LEFT_ELBOW,0.3154463469982147,0.31943583488464355,-0.7599382400512695,0.9929725527763367
3,RIGHT_ELBOW,0.473709374666214,0.25802505016326904,0.06968702375888824,0.9754635095596313
3,LEFT_WRIST,0.20967279374599457,0.2512706220149994,-0.7328603267669678,0.9805887341499329
3,RIGHT_WRIST,0.5459243655204773,0.1904664784669876,0.13610520958900452,0.9826157689094543
3,LEFT_PINKY,0.17657537758350372,0.24690558016300201,-0.7688312530517578,0.9519504904747009
3,RIGHT_PINKY,0.5744826793670654,0.175674170255661,0.156075119972229,0.9620360136032104
3,LEFT_INDEX,0.17578691244125366,0.24197252094745636,-0.7310935854911804,0.9517395496368408
3,RIGHT_INDEX,0.5740512013435364,0.17395475506782532,0.14679107069969177,0.9593943953514099
3,LEFT_THUMB,0.18881085515022278,0.24335572123527527,-0.7151839733123779,0.9486423134803772
3,RIGHT_THUMB,0.564301609992981,0.17973969876766205,0.13180364668369293,0.9588087797164917
3,LEFT_HIP,0.46203333139419556,0.5192721486091614,-0.09468652307987213,0.9992818832397461
3,RIGHT_HIP,0.40447384119033813,0.543207585811615,0.09390488266944885,0.9991447925567627
3,LEFT_KNEE,0.634280800819397,0.48205137252807617,-0.1269276887178421,0.9426009058952332
3,RIGHT_KNEE,0.3755437135696411,0.7005383968353271,0.03137898072600365,0.7579492330551147
3,LEFT_ANKLE,0.7400982975959778,0.36829787492752075,-0.07436078786849976,0.921226978302002
3,RIGHT_ANKLE,0.40620747208595276,0.8385617136955261,0.10722461342811584,0.7620980143547058
3,LEFT_HEEL,0.7852590680122375,0.36377474665641785,-0.07186676561832428,0.8544955849647522
3,RIGHT_HEEL,0.4180779457092285,0.8568061590194702,0.10539280623197556,0.7423840165138245
3,LEFT_FOOT_INDEX,0.8373699188232422,0.3189210593700409,-0.099895179271698,0.8861905932426453
3,RIGHT_FOOT_INDEX,0.372810959815979,0.8796296119689941,0.004544283729046583,0.6994205713272095
4,NOSE,0.5487517714500427,0.3430788815021515,-1.096925139427185,0.9999614953994751
4,LEFT_EYE_INNER,0.5723327994346619,0.32862091064453125,-1.1405588388442993,0.9999507069587708
4,LEFT_EYE,0.5825949311256409,0.32905086874961853,-1.1403939723968506,0.999938428401947
4,LEFT_EYE_OUTER,0.5929486155509949,0.3294045031070709,-1.140900731086731,0.9999237060546875
4,RIGHT_EYE_INNER,0.5573043823242188,0.32454273104667664,-1.0861246585845947,0.9999143481254578
4,RIGHT_EYE,0.5548321604728699,0.321474552154541,-1.0862892866134644,0.9998517036437988
4,RIGHT_EYE_OUTER,0.5509141087532043,0.3180078864097595,-1.0865681171417236,0.9998799562454224
4,LEFT_EAR,0.640152633190155,0.33159977197647095,-1.0626736879348755,0.9999046921730042
4,RIGHT_EAR,0.5674071311950684,0.3159782588481903,-0.8189097046852112,0.9998596906661987
4,MOUTH_LEFT,0.5595194101333618,0.3586786985397339,-1.0459587574005127,0.9998851418495178
4,MOUTH_RIGHT,0.542252779006958,0.35447248816490173,-0.9736268520355225,0.9998869895935059
4,LEFT_SHOULDER,0.7387037873268127,0.4382246136665344,-1.0113056898117065,0.9993987083435059
4,RIGHT_SHOULDER,0.4739381670951843,0.36187872290611267,-0.49695247411727905,0.9994737505912781
4,LEFT_ELBOW,0.755338728427887,0.6328636407852173,-1.179810881614685,0.9932588338851929
4,RIGHT_ELBOW,0.317948579788208,0.37295693159103394,-0.6460409164428711,0.9763731360435486
4,LEFT_WRIST,0.7947271466255188,0.807575523853302,-1.2579063177108765,0.9815516471862793
4,RIGHT_WRIST,0.1459921896457672,0.3713238537311554,-0.9643067717552185,0.9822158813476562
4,LEFT_PINKY,0.8409107327461243,0.8328933715820312,-1.3565140962600708,0.9542748332023621
4,RIGHT_PINKY,0.08646007627248764,0.3744365870952606,-1.0403105020523071,0.9620150923728943
4,LEFT_INDEX,0.8089064359664917,0.8418799638748169,-1.4334452152252197,0.9543539881706238
4,RIGHT_INDEX,0.08707320690155029,0.37454283237457275,-1.1178165674209595,0.9601093530654907
4,LEFT_THUMB,0.7885876297950745,0.8335630297660828,-1.2945239543914795,0.9517470002174377
4,RIGHT_THUMB,0.10437320172786713,0.3778741955757141,-1.0121477842330933,0.9601291418075562
4,LEFT_HIP,0.5784574747085571,0.6305916905403137,-0.18785223364830017,0.9993475079536438
4,RIGHT_HIP,0.4610036015510559,0.6046435236930847,0.18707062304019928,0.9992200136184692
4,LEFT_KNEE,0.3517860174179077,0.6446630358695984,-0.38237664103507996,0.9382450580596924
4,RIGHT_KNEE,0.13486050069332123,0.6906160712242126,0.17198002338409424,0.769636869430542
4,LEFT_ANKLE,0.5155888199806213,0.7818949222564697,0.1072874441742897,0.920748770236969
4,RIGHT_ANKLE,0.36665046215057373,0.8056651949882507,0.5216091275215149,0.7477482557296753
4,LEFT_HEEL,0.5627502202987671,0.8131046891212463,0.07094666361808777,0.8595990538597107
4,RIGHT_HEEL,0.41120970249176025,0.8142518997192383,0.6502894163131714,0.7291736006736755
4,LEFT_FOOT_INDEX,0.4288936257362366,0.8579239845275879,0.24762113392353058,0.8878732919692993
4,RIGHT_FOOT_INDEX,0.2717784643173218,0.8575963377952576,0.7672076225280762,0.680335521697998
5,NOSE,0.5481050610542297,0.31767237186431885,-0.33247238397598267,0.9997735619544983
5,LEFT_EYE_INNER,0.5453537702560425,0.3112402856349945,-0.30620115995407104,0.9993740320205688
5,LEFT_EYE,0.5447137951850891,0.31223246455192566,-0.3061484396457672,0.999488890171051
5,LEFT_EYE_OUTER,0.5440840125083923,0.31336709856987,-0.3061239719390869,0.9992321133613586
5,RIGHT_EYE_INNER,0.542722761631012,0.30797314643859863,-0.3390434980392456,0.9995461702346802
5,RIGHT_EYE,0.5402328968048096,0.30678677558898926,-0.33902350068092346,0.9995969533920288
5,RIGHT_EYE_OUTER,0.5374351143836975,0.305876761674881,-0.339132159948349,0.9994915127754211
5,LEFT_EAR,0.5325873494148254,0.31605660915374756,-0.1282569319009781,0.9992881417274475
5,RIGHT_EAR,0.5221810340881348,0.3078526258468628,-0.2853633165359497,0.9996504187583923
5,MOUTH_LEFT,0.5393375158309937,0.3267444670200348,-0.2594726085662842,0.9994404911994934
5,MOUTH_RIGHT,0.5356587171554565,0.32288533449172974,-0.303528755903244,0.9995912909507751
5,LEFT_SHOULDER,0.5178321003913879,0.3667415976524353,0.06745614856481552,0.9994442462921143
5,RIGHT_SHOULDER,0.47568511962890625,0.34560713171958923,-0.3001486361026764,0.9995214343070984
5,LEFT_ELBOW,0.6068685054779053,0.38169264793395996,0.179260715842247,0.9849133491516113
5,RIGHT_ELBOW,0.33786359429359436,0.3861966133117676,-0.36869338154792786,0.9779268503189087
5,LEFT_WRIST,0.6778650283813477,0.36938875913619995,0.07192926108837128,0.9761335849761963
5,RIGHT_WRIST,0.2822774648666382,0.4402567446231842,-0.45507487654685974,0.9815084934234619
5,LEFT_PINKY,0.6970700025558472,0.36695677042007446,0.0639730766415596,0.9458273649215698
5,RIGHT_PINKY,0.24900475144386292,0.46399810910224915,-0.4731867015361786,0.9606360197067261
5,LEFT_INDEX,0.6890941262245178,0.3588492274284363,0.011409960687160492,0.9462950825691223
5,RIGHT_INDEX,0.2664903402328491,0.46594035625457764,-0.4825749397277832,0.9591882228851318
5,LEFT_THUMB,0.6853427290916443,0.3629322946071625,0.040512751787900925,0.9447939395904541
5,RIGHT_THUMB,0.27706238627433777,0.459532231092453,-0.4570921063423157,0.9588958024978638
5,LEFT_HIP,0.42214235663414,0.5147453546524048,0.1272594928741455,0.999383807182312
5,RIGHT_HIP,0.41985833644866943,0.49425801634788513,-0.12733347713947296,0.9992595911026001
5,LEFT_KNEE,0.3432074785232544,0.6284099817276001,0.11085928231477737,0.9355149865150452
5,RIGHT_KNEE,0.4849991500377655,0.5349553823471069,-0.21740199625492096,0.7918227314949036
